,Attrition,Age,DistanceFromHome,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,PerformanceRating,JobInvolvement,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,Age_Bin,Gender_Male,JobRole_Human_Resources,JobRole_Laboratory_Technician,JobRole_Manager,JobRole_Manufacturing_Director,JobRole_Research_Director,JobRole_Research_Scientist,JobRole_Sales_Executive,JobRole_Sales_Representative,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Education_2,Education_3,Education_4,Education_5,EducationField_Life_Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical_Degree,JobLevel_2,JobLevel_3,JobLevel_4,JobLevel_5,MaritalStatus_Married,MaritalStatus_Single,Department_Research_Development,Department_Sales,StockOptionLevel_1,StockOptionLevel_2,StockOptionLevel_3
3625,0,32,16,45810,3.0,21,8.0,3,5,1,4,3,3,4.0,4.0,1.0,1,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,True,False,False
3626,0,27,4,47350,0.0,18,6.0,2,5,1,1,3,3,3.0,4.0,4.0,0,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False
3627,0,36,20,55050,4.0,13,13.0,3,8,7,2,4,3,4.0,3.0,4.0,1,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,True,False
3628,0,30,1,54700,1.0,12,12.0,2,12,6,10,3,3,4.0,3.0,4.0,0,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False
3629,0,45,19,54760,4.0,18,9.0,3,5,0,3,3,3,3.0,3.0,2.0,2,True,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False
3630,0,56,3,25870,4.0,12,19.0,2,2,2,2,3,2,2.0,4.0,3.0,3,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
3631,0,33,2,24400,0.0,14,4.0,4,3,0,2,3,4,2.0,3.0,3.0,1,True,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,True
3632,0,46,8,153790,1.0,11,24.0,1,24,15,7,3,3,4.0,4.0,3.0,2,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False
3633,0,38,3,70820,1.0,14,2.0,3,2,2,1,3,4,3.0,3.0,4.0,1,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
3634,0,31,2,27280,8.0,11,7.0,3,4,0,2,3,3,4.0,3.0,4.0,1,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False
3635,0,34,7,53680,2.0,13,9.0,2,3,1,2,3,4,2.0,2.0,4.0,1,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,True,False,False
3636,0,50,15,31950,2.0,11,5.0,4,3,0,2,3,3,4.0,4.0,2.0,2,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False
3637,0,53,1,39890,1.0,20,5.0,2,4,1,3,3,4,4.0,3.0,4.0,3,True,False,False,True,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
3638,0,33,3,33060,1.0,17,8.0,6,8,1,6,3,4,4.0,2.0,3.0,1,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True
3639,0,40,9,70050,1.0,11,21.0,2,20,9,9,4,3,4.0,4.0,4.0,1,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False
3640,0,55,5,26550,8.0,18,36.0,0,24,2,15,3,4,4.0,4.0,4.0,3,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False
3641,0,34,6,13930,1.0,11,10.0,4,10,1,9,3,2,4.0,4.0,4.0,1,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False
3642,0,51,3,25700,3.0,12,21.0,2,7,1,0,3,3,4.0,3.0,3.0,3,True,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
3643,0,52,2,35370,0.0,20,34.0,3,33,11,9,3,2,4.0,3.0,4.0,3,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,True,False,True,False,False
3644,0,27,12,39860,1.0,19,7.0,3,7,0,3,3,4,4.0,2.0,2.0,0,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False
3645,0,43,5,20280,4.0,12,7.0,2,5,2,2,4,2,3.0,3.0,3.0,2,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False
3646,0,45,7,95250,9.0,13,22.0,3,20,11,8,3,4,4.0,3.0,4.0,2,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False
3647,0,37,6,29290,1.0,11,8.0,2,8,1,7,3,4,4.0,4.0,4.0,1,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
3648,0,35,1,22750,5.0,14,10.0,2,6,1,2,3,4,3.0,2.0,4.0,1,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,True,False,False,False,False
3649,0,42,1,78790,2.0,14,11.0,2,5,0,2,3,1,3.0,4.0,3.0,2,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,True,False,False
3650,0,38,6,49300,9.0,13,14.0,0,1,0,0,3,4,1.0,3.0,3.0,1,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False,False,False
3651,0,38,20,78470,3.0,19,9.0,3,7,1,7,3,3,4.0,4.0,2.0,1,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
3652,0,27,10,44010,5.0,23,6.0,4,2,2,0,3,4,3.0,4.0,4.0,0,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False
3653,0,49,18,92410,1.0,12,7.0,5,7,1,7,3,3,4.0,4.0,4.0,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False
3654,0,34,6,29740,1.0,11,5.0,2,5,2,0,4,3,4.0,4.0,4.0,1,True,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False
3655,0,40,18,45020,8.0,17,15.0,0,7,3,7,3,3,4.0,4.0,3.0,1,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False
3656,0,22,1,129360,1.0,22,4.0,3,4,2,2,3,4,4.0,4.0,3.0,0,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False
3657,0,36,1,23050,1.0,18,8.0,3,8,1,7,3,4,1.0,3.0,2.0,1,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False
3658,0,40,22,167040,9.0,12,5.0,2,3,0,2,4,3,4.0,4.0,4.0,1,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
3659,0,46,20,34330,7.0,19,17.0,3,4,0,3,3,4,1.0,4.0,3.0,2,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False
3660,0,30,14,64300,1.0,13,12.0,2,11,5,8,3,3,2.0,4.0,4.0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,True,False,True,False,False
3661,0,27,14,65160,1.0,19,7.0,4,7,0,7,3,4,3.0,4.0,4.0,0,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,True,False,False
3662,0,51,2,39070,5.0,12,16.0,2,10,4,7,3,2,4.0,4.0,4.0,3,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False
3663,0,41,1,68830,3.0,19,16.0,3,1,0,0,3,3,4.0,4.0,3.0,2,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False
3664,0,45,2,103680,6.0,25,23.0,2,19,12,8,3,2,4.0,4.0,4.0,2,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False
3665,0,54,6,61340,2.0,22,16.0,2,6,0,5,3,4,4.0,4.0,3.0,3,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False
3666,0,36,13,67350,8.0,15,16.0,3,13,3,7,4,3,3.0,3.0,2.0,1,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False
3667,0,33,7,32950,6.0,12,7.0,2,3,1,1,4,3,4.0,4.0,1.0,1,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False
3668,0,37,2,52380,1.0,11,10.0,5,10,0,7,3,3,2.0,4.0,2.0,1,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False
3669,0,38,1,64720,0.0,13,17.0,4,16,5,13,3,2,2.0,2.0,3.0,1,True,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False
3670,0,31,3,96100,0.0,19,6.0,2,5,1,4,3,4,4.0,4.0,1.0,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,True,False,False
3671,0,59,4,198330,3.0,19,7.0,2,1,0,0,3,4,4.0,3.0,3.0,3,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False
3672,0,37,2,97560,4.0,13,13.0,2,9,5,8,3,3,2.0,4.0,4.0,1,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False
3673,0,29,12,49680,1.0,14,11.0,4,11,4,1,3,3,3.0,4.0,3.0,0,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True
3674,0,35,15,21450,1.0,11,10.0,6,10,0,8,3,3,4.0,3.0,1.0,1,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
3675,0,52,1,83460,7.0,11,6.0,5,2,2,2,3,2,2.0,4.0,2.0,3,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False
3676,0,42,6,34450,1.0,23,22.0,2,22,11,15,3,4,4.0,4.0,1.0,2,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False
3677,0,59,3,27600,8.0,24,7.0,3,2,2,2,3,4,1.0,4.0,3.0,3,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False
3678,0,50,9,62940,3.0,14,32.0,2,7,0,6,4,3,4.0,4.0,2.0,2,True,False,False,False,False,False,False,True,False,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False
3679,0,43,1,29320,5.0,16,22.0,3,17,1,9,4,4,4.0,3.0,4.0,2,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False
3680,0,52,2,45070,1.0,12,33.0,3,33,15,12,3,4,1.0,4.0,4.0,3,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False
3682,0,39,21,81610,7.0,15,7.0,2,3,1,2,3,3,4.0,2.0,3.0,1,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False
3683,0,32,2,21090,0.0,14,4.0,3,3,2,2,3,3,1.0,4.0,2.0,1,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,True,True,False,False
3684,0,41,23,52940,2.0,14,17.0,3,1,0,0,3,4,4.0,4.0,1.0,2,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
3686,0,45,14,58110,0.0,12,25.0,4,24,1,7,3,2,4.0,1.0,2.0,2,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False
3687,0,31,6,24370,9.0,13,9.0,3,2,2,2,3,2,3.0,1.0,2.0,1,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False
3688,0,33,2,27660,1.0,14,2.0,2,2,0,2,3,3,1.0,3.0,3.0,1,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False
3689,0,34,21,190380,6.0,13,13.0,3,11,5,9,3,3,4.0,3.0,2.0,1,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False
3690,0,37,18,30550,2.0,19,17.0,3,3,0,2,3,3,4.0,4.0,2.0,1,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,True
3691,0,45,17,22890,4.0,18,9.0,3,3,0,2,3,3,4.0,2.0,2.0,2,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False
3692,0,39,18,129650,0.0,17,20.0,2,19,11,8,3,4,3.0,4.0,1.0,1,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,True,False,False
3693,0,29,3,35390,1.0,15,6.0,2,6,1,5,3,3,1.0,2.0,3.0,0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False
3694,0,42,4,60290,3.0,20,10.0,5,3,0,2,3,3,3.0,3.0,2.0,2,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,True,False,True,False,False
3695,0,29,2,26790,2.0,14,10.0,2,3,0,2,3,4,4.0,4.0,2.0,0,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
3696,0,25,20,37020,0.0,12,5.0,4,4,1,2,4,3,1.0,4.0,3.0,0,True,False,False,False,False,False,False,True,False,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False
3697,0,42,14,23980,0.0,16,10.0,2,9,7,8,3,4,4.0,4.0,1.0,2,True,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False
3699,1,31,12,41890,0.0,14,6.0,3,5,1,4,4,2,1.0,1.0,1.0,1,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False
3700,1,28,13,58130,2.0,14,5.0,2,0,0,0,2,1,1.0,2.0,1.0,0,True,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,True,False,True,False,False
3701,1,47,3,57620,1.0,5,10.0,4,10,9,9,1,3,3.0,2.0,1.0,2,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False
3702,1,44,1,103330,3.0,9,19.0,2,1,0,0,2,2,1.0,4.0,2.0,2,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False
3703,1,26,5,68540,2.0,3,5.0,5,3,0,2,3,1,1.0,1.0,1.0,0,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False
3704,1,26,10,157870,1.0,10,8.0,5,8,7,4,3,2,2.0,2.0,3.0,0,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False
3705,1,18,1,23350,1.0,10,0.0,3,0,0,0,1,2,1.0,2.0,1.0,0,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False
3706,1,52,8,47740,2.0,13,11.0,2,8,7,7,1,3,1.0,2.0,2.0,3,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False
3707,1,28,11,56730,5.0,9,5.0,4,3,2,2,1,2,4.0,3.0,3.0,0,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False
3708,1,39,1,42840,4.0,10,12.0,0,1,0,0,1,3,3.0,4.0,2.0,1,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False
3709,1,29,35,23070,1.0,7,7.0,0,7,0,7,2,2,3.0,1.0,3.0,0,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False
3710,1,21,11,178750,1.0,5,3.0,5,3,1,2,2,3,1.0,2.0,1.0,0,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False
3711,1,33,34,55610,1.0,12,1.0,3,1,0,0,4,2,3.0,2.0,2.0,1,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False
3712,1,41,19,28100,1.0,2,8.0,3,8,7,7,3,2,1.0,4.0,3.0,2,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False
3713,1,40,10,86280,2.0,13,8.0,2,6,1,0,2,2,1.0,3.0,3.0,1,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False
3714,1,21,12,53730,1.0,5,1.0,2,1,0,0,2,1,1.0,1.0,2.0,0,True,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
3715,1,34,8,56170,8.0,22,9.0,3,5,0,4,4,2,2.0,1.0,1.0,1,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False
3716,1,26,17,75100,0.0,15,7.0,3,6,0,4,1,2,1.0,2.0,1.0,0,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True
3717,1,30,4,11290,9.0,16,3.0,2,1,0,0,2,3,3.0,1.0,1.0,0,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False
3718,1,25,6,26600,5.0,4,6.0,3,2,0,2,2,3,1.0,1.0,3.0,0,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False
3719,1,24,32,104220,1.0,12,6.0,0,5,1,4,3,2,2.0,3.0,1.0,0,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,True,False,False
3720,1,34,6,137440,0.0,16,3.0,3,2,1,0,4,3,3.0,1.0,2.0,1,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False
3721,1,29,23,17900,5.0,7,6.0,4,2,1,1,1,3,1.0,3.0,2.0,0,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,True,False,True,False,False
3722,1,19,5,76440,1.0,7,1.0,2,1,0,0,1,1,4.0,2.0,3.0,0,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,True,False
3723,1,33,12,67280,7.0,14,15.0,2,7,7,7,4,2,3.0,3.0,3.0,1,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False
3724,1,33,6,66520,7.0,20,8.0,5,4,1,3,2,2,2.0,3.0,1.0,1,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False
3725,1,31,26,56890,3.0,12,12.0,2,1,0,0,1,2,4.0,1.0,1.0,1,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False
3726,1,34,20,20010,9.0,14,11.0,5,3,0,2,2,1,1.0,3.0,3.0,1,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
3727,1,22,8,37850,5.0,8,4.0,2,2,1,2,2,2,2.0,3.0,2.0,0,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False
3728,1,26,2,59930,0.0,5,8.0,3,7,1,0,2,4,4.0,2.0,3.0,0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
3729,1,18,2,34680,1.0,15,0.0,4,0,0,0,3,2,3.0,2.0,1.0,0,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True,False
3730,1,26,1,24260,1.0,16,1.0,3,1,0,0,3,2,3.0,1.0,2.0,0,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False
3731,1,32,8,32980,8.0,13,6.0,4,4,1,2,3,2,3.0,3.0,1.0,1,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False
3732,1,24,2,39190,1.0,16,6.0,3,6,1,2,3,3,1.0,3.0,1.0,0,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False
3733,1,30,11,68250,1.0,6,1.0,2,1,0,0,3,2,1.0,3.0,1.0,0,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False
3734,1,31,11,189470,2.0,8,9.0,2,3,1,2,3,3,2.0,2.0,2.0,1,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False
3735,1,27,32,22930,0.0,10,5.0,0,4,0,2,1,2,1.0,2.0,3.0,0,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
3736,1,45,23,34410,2.0,8,5.0,5,1,0,0,2,2,3.0,1.0,3.0,2,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,True,False,True,False,False
3737,1,20,1,61620,1.0,4,1.0,2,1,1,1,2,2,2.0,3.0,3.0,0,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,False,False,True
3738,1,33,18,24060,1.0,1,10.0,3,10,9,7,2,3,1.0,3.0,2.0,1,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False
3739,1,24,20,25010,9.0,8,4.0,3,2,2,0,2,3,1.0,1.0,3.0,0,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
3740,1,50,5,44240,3.0,6,18.0,2,4,1,3,1,2,1.0,1.0,2.0,2,True,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,False
3741,1,28,2,20750,7.0,11,10.0,0,7,3,7,3,1,4.0,3.0,1.0,0,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True
3742,1,42,12,50100,6.0,11,7.0,3,2,2,2,3,1,2.0,1.0,2.0,2,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
3743,1,33,1,28710,1.0,14,10.0,2,10,7,8,2,1,3.0,2.0,2.0,1,True,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,True
3745,1,55,8,74280,5.0,8,24.0,2,5,1,4,2,3,3.0,2.0,3.0,3,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
3746,1,26,18,26130,6.0,16,6.0,2,4,1,2,3,2,3.0,2.0,2.0,0,True,False,True,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False,True,False,False
3747,1,23,2,45590,1.0,11,1.0,2,0,0,0,1,2,4.0,3.0,2.0,0,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,True,False,False
3748,1,29,2,106500,1.0,9,1.0,2,1,0,0,2,3,1.0,1.0,2.0,0,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True,False
3749,1,33,28,86390,5.0,13,6.0,3,3,0,2,1,2,2.0,3.0,2.0,1,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False
3750,1,58,29,43170,7.0,11,40.0,2,31,13,8,1,2,3.0,1.0,1.0,3,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,True,False,False,False,False
